episode,step,reward,score,length,epsilon,loss
356,45688,8.477047540039065,0,101,0.03781653333333333,0.0017896073404699564
357,45721,2.090517995117187,0,33,0.037807733333333336,0.17846959829330444
358,45828,9.2108504453125,0,107,0.0377792,0.007287111133337021
359,46038,22.22551791796874,3,210,0.0377232,0.0012243009405210614
360,46148,9.447052557617193,0,110,0.03769386666666667,0.0015486525371670723
361,46253,9.148160748046871,0,105,0.03766586666666667,0.004408661276102066
362,46427,17.670423388671875,2,174,0.03761946666666667,0.004099233075976372
363,46534,9.339429534179683,0,107,0.03759093333333334,0.010716305114328861
364,46762,25.190203975585934,4,228,0.03753013333333333,0.002523347968235612
365,46882,11.494142031250005,1,120,0.037498133333333336,0.002830489771440625
366,46997,10.741348687500002,1,115,0.03746746666666667,0.20071157813072205
367,47145,15.247900516601561,2,148,0.037428,0.03339748829603195
368,47176,1.883187854492188,0,31,0.03741973333333334,0.009310430847108364
369,47466,32.40459908398439,5,290,0.037342400000000005,0.027140004560351372
370,47506,2.691049615234374,0,40,0.03733173333333334,0.003530309069901705
371,47544,2.5863958388671877,0,38,0.0373216,0.008213751018047333
372,47923,44.17862985156253,8,379,0.03722053333333333,0.0017622272716835141
373,48102,18.348385723632813,2,179,0.037172800000000006,0.01086574885994196
374,48141,2.664037256835938,0,39,0.0371624,0.01771857589483261
375,48256,10.993225235351566,1,115,0.03713173333333333,0.03876988962292671
376,48481,24.932779920898433,4,225,0.037071733333333336,0.001841248944401741
377,48636,16.182356783203133,2,155,0.037030400000000005,0.05809711664915085
378,48681,3.1461396826171875,0,45,0.03701840000000001,0.0033857645466923714
379,48782,8.748697062500003,0,101,0.03699146666666667,0.055950358510017395
380,48883,8.734359997070317,0,101,0.036964533333333334,0.01035095565021038
381,48921,2.5851838496093755,0,38,0.036954400000000005,0.0055799325928092
382,49022,8.72660694335938,0,101,0.03692746666666667,0.2032395601272583
383,49326,34.58627356347655,6,304,0.0368464,0.008031793870031834
384,49521,20.93096542675781,3,195,0.036794400000000005,0.0042734574526548386
385,49624,8.754126586914053,0,103,0.036766933333333335,0.0640798956155777
386,49872,27.148243350585943,4,248,0.036700800000000006,0.005208597518503666
387,50009,13.172658719726567,1,137,0.03666426666666667,0.006825042888522148
388,50048,2.555002182617188,0,39,0.03665386666666667,0.001944960793480277
389,50157,9.630126377929686,0,109,0.0366248,0.005266521126031876
390,50331,17.736432600585943,2,174,0.036578400000000004,0.003483094274997711
391,50541,22.533232796874998,3,210,0.036522400000000003,0.005455790553241968
392,50642,8.467584752929689,0,101,0.03649546666666667,0.009690521284937859
393,50779,13.18913543066406,1,137,0.03645893333333334,0.1904749572277069
394,50887,9.308146493164061,0,108,0.03643013333333334,0.002164601581171155
395,50999,10.752045384765623,1,112,0.03640026666666667,0.002433170098811388
396,51227,24.89358184863282,4,228,0.03633946666666667,0.19770488142967224
397,51364,13.145350619140626,1,137,0.036302933333333336,0.0024744977708905935
398,51612,27.152776945312514,4,248,0.0362368,0.0031818686984479427
399,51786,17.920017591796885,2,174,0.036190400000000005,0.003254140494391322
400,51897,9.64881725390625,0,111,0.0361608,0.00455833412706852
401,51998,8.662195699218751,0,101,0.03613386666666667,0.004550803452730179
402,52116,11.463861493164066,1,118,0.0361024,0.0013788409996777773
403,52380,29.767899524414062,5,264,0.036032,0.005989561788737774
